cores,size,time,gflops
1,20000,343.445579,46.586711
1,20000,343.266542,46.611009
2,20000,172.118517,92.959202
2,20000,171.737738,93.165312
4,20000,87.357517,183.155389
4,20000,87.330244,183.212587
8,20000,44.796126,357.173740
8,20000,45.317683,353.063064
16,20000,28.404769,563.285686
16,20000,28.555923,560.304069
32,20000,22.465070,712.216795
32,20000,24.104701,663.770938
64,20000,22.761819,702.931528
64,20000,19.218310,832.539370
128,20000,23.796980,672.354211
128,20000,22.638121,706.772451
