cores,size,time,gflops
1,20000,336.534071,47.543477
1,20000,336.492256,47.549386
2,20000,168.969315,94.691749
2,20000,168.656053,94.867630
4,20000,83.934405,190.625048
4,20000,83.953715,190.581204
8,20000,42.598066,375.603902
8,20000,42.742821,374.331868
16,20000,22.709594,704.548040
16,20000,22.604366,707.827875
32,20000,16.506371,969.322669
32,20000,17.280240,925.913087
64,20000,17.400611,919.507922
64,20000,17.176517,931.504316
128,20000,17.785633,899.602493
128,20000,17.626376,907.730547
