cores,size,time,gflops
1,20000,330.521195,48.408393
1,20000,331.467638,48.270172
2,20000,173.654810,92.136809
2,20000,181.671475,88.071063
4,20000,88.023821,181.768977
4,20000,88.752181,180.277260
8,20000,44.928103,356.124540
8,20000,45.007320,355.497730
16,20000,22.728758,703.953999
16,20000,22.604531,707.822693
32,20000,17.643899,906.829055
32,20000,17.326534,923.439156
64,20000,17.087366,936.364319
64,20000,17.074829,937.051871
128,20000,16.605259,963.550181
128,
