cores,size,time,gflops
1,20000,342.052327,46.776469
1,20000,342.144476,46.763871
2,20000,184.967985,86.501456
2,20000,183.683712,87.106254
4,20000,91.713041,174.457197
4,20000,91.325297,175.197897
8,20000,46.225314,346.130694
8,20000,46.129965,346.846136
16,20000,25.234838,634.044084
16,20000,25.174068,635.574668
32,20000,22.317628,716.922067
32,20000,22.288247,717.867135
64,20000,19.369473,826.042081
64,20000,22.056547,725.408197
128,20000,19.182931,834.074848
128,20000,20.623604,775.810090
